accession,Strain,lineage,passed
GCA_900124065.1_14893_2_43,2926STDY5723681,LIN-4,TRUE
GCA_900124075.1_14893_2_44,2926STDY5723682,LIN-4,TRUE
GCA_900124085.1_14893_2_45,2926STDY5723683,LIN-4,TRUE
GCA_900123415.1_14892_2_54,2926STDY5723684,LIN-4,TRUE
GCA_900124095.1_14893_2_46,2926STDY5723685,LIN-4,TRUE
GCA_900124115.1_14893_2_47,2926STDY5723686,LIN-4,TRUE
GCA_900124105.1_14893_2_48,2926STDY5723687,LIN-4,TRUE
GCA_900124125.1_14893_2_49,2926STDY5723688,LIN-4,TRUE
GCA_900124145.1_14893_2_50,2926STDY5723689,LIN-4,TRUE
GCA_900124155.1_14893_2_51,2926STDY5723690,LIN-4,TRUE
GCA_900124635.1_15277_3_55,2926STDY5723691,LIN-4,TRUE
GCA_900124165.1_14893_2_52,2926STDY5723692,LIN-4,TRUE
GCA_900124175.1_14893_2_53,2926STDY5723693,LIN-4,TRUE
GCA_900124185.1_14893_2_54,2926STDY5723694,LIN-2,TRUE
GCA_900124195.1_14893_2_55,2926STDY5723695,LIN-2,TRUE
GCA_900123425.1_14892_2_57,2926STDY5723697,LIN-4,TRUE
GCA_900123435.1_14892_2_58,2926STDY5723698,LIN-4,TRUE
GCA_900124205.1_14893_2_56,2926STDY5723699,LIN-4,TRUE
GCA_900123445.1_14892_2_59,2926STDY5723700,LIN-4,TRUE
GCA_900123455.1_14892_2_60,2926STDY5723701,LIN-4,TRUE
GCA_900124215.1_14893_2_57,2926STDY5723702,LIN-4,TRUE
GCA_900127155.1_14892_2_61,2926STDY5723703,LIN-4,TRUE
GCA_900124235.1_14893_2_58,2926STDY5723704,LIN-4,TRUE
GCA_900124225.1_14893_2_59,2926STDY5723705,LIN-4,TRUE
GCA_900124255.1_14893_2_60,2926STDY5723706,LIN-4,TRUE
GCA_900124265.1_14893_2_61,2926STDY5723707,LIN-4,TRUE
GCA_900124275.1_14893_2_62,2926STDY5723708,LIN-4,TRUE
GCA_900124285.1_14893_2_63,2926STDY5723710,LIN-4,TRUE
GCA_900127395.1_14893_2_64,2926STDY5723711,LIN-4,TRUE
GCA_900124295.1_14893_2_65,2926STDY5723712,LIN-4,TRUE
GCA_900124645.1_15277_3_57,2926STDY5723713,LIN-4,TRUE
GCA_900124305.1_14893_2_66,2926STDY5723714,LIN-4,TRUE
GCA_900124315.1_14893_2_67,2926STDY5723715,LIN-4,TRUE
GCA_900123465.1_14892_2_63,2926STDY5723716,LIN-2,TRUE
GCA_900123475.1_14892_2_64,2926STDY5723717,LIN-4,TRUE
GCA_900124325.1_14893_2_68,2926STDY5723718,LIN-4,TRUE
GCA_900123485.1_14892_2_65,2926STDY5723719,LIN-4,TRUE
GCA_900124335.1_14893_2_69,2926STDY5723720,LIN-4,TRUE
GCA_900123495.1_14892_2_66,2926STDY5723721,LIN-4,TRUE
GCA_900123505.1_14892_2_67,2926STDY5723722,LIN-4,TRUE
GCA_900123515.1_14892_2_68,2926STDY5723723,LIN-4,TRUE
GCA_900123525.1_14892_2_69,2926STDY5723724,LIN-4,TRUE
GCA_900123545.1_14892_2_70,2926STDY5723725,LIN-4,TRUE
GCA_900123555.1_14892_2_71,2926STDY5723726,LIN-4,TRUE
GCA_900123575.1_14892_2_72,2926STDY5723727,LIN-4,TRUE
GCA_900123565.1_14892_2_73,2926STDY5723728,LIN-4,TRUE
GCA_900123585.1_14892_2_74,2926STDY5723729,LIN-4,TRUE
GCA_900124355.1_14893_2_70,2926STDY5723730,LIN-4,TRUE
GCA_900123595.1_14892_2_75,2926STDY5723731,LIN-4,TRUE
GCA_900127555.1_14892_2_76,2926STDY5723732,LIN-4,TRUE
GCA_900127475.1_14893_2_71,2926STDY5723733,LIN-4,TRUE
GCA_900124365.1_14893_2_72,2926STDY5723734,LIN-4,TRUE
GCA_900124375.1_14893_2_73,2926STDY5723735,LIN-4,TRUE
GCA_900124385.1_14893_2_74,2926STDY5723736,LIN-4,TRUE
GCA_900124395.1_14893_2_75,2926STDY5723737,LIN-4,TRUE
GCA_900124405.1_14893_2_76,2926STDY5723738,LIN-4,TRUE
GCA_900123605.1_14892_2_77,2926STDY5723739,LIN-4,TRUE
GCA_900124415.1_14893_2_77,2926STDY5723740,LIN-4,TRUE
GCA_900127535.1_14893_2_78,2926STDY5723741,LIN-2,TRUE
GCA_900123615.1_14892_2_78,2926STDY5723742,LIN-4,TRUE
GCA_900123625.1_14892_2_79,2926STDY5723743,LIN-2,TRUE
GCA_900127525.1_14892_2_80,2926STDY5723744,LIN-4,TRUE
GCA_900123665.1_14892_2_81,2926STDY5723745,LIN-4,TRUE
GCA_900124425.1_14893_2_79,2926STDY5723746,LIN-4,TRUE
GCA_900123645.1_14892_2_82,2926STDY5723747,LIN-4,TRUE
GCA_900123655.1_14892_2_83,2926STDY5723748,LIN-2,TRUE
GCA_900127455.1_14892_2_84,2926STDY5723749,LIN-4,TRUE
GCA_900123675.1_14892_2_85,2926STDY5723750,LIN-4,TRUE
GCA_900123685.1_14892_2_86,2926STDY5723751,LIN-4,TRUE
GCA_900124445.1_14893_2_80,2926STDY5723753,LIN-4,TRUE
GCA_900123695.1_14892_2_88,2926STDY5723754,LIN-4,TRUE
GCA_900123705.1_14892_2_89,2926STDY5723755,LIN-4,TRUE
GCA_900123725.1_14892_2_90,2926STDY5723756,LIN-4,TRUE
GCA_900123735.1_14892_2_91,2926STDY5723757,LIN-4,TRUE
GCA_900123745.1_14892_2_92,2926STDY5723758,LIN-4,TRUE
GCA_900124455.1_14893_2_81,2926STDY5723759,LIN-2,TRUE
GCA_900124465.1_14893_2_82,2926STDY5723760,LIN-4,TRUE
GCA_900123755.1_14892_2_93,2926STDY5723761,LIN-4,TRUE
GCA_900123765.1_14892_2_94,2926STDY5723762,LIN-4,TRUE
GCA_900124475.1_14893_2_83,2926STDY5723763,LIN-2,TRUE
GCA_900123775.1_14892_2_95,2926STDY5723764,LIN-4,TRUE
GCA_900124485.1_14893_2_84,2926STDY5723765,LIN-4,TRUE
GCA_900122205.1_14722_8_1,2926STDY5723766,LIN-4,TRUE
GCA_900122295.1_14722_8_2,2926STDY5723767,LIN-4,TRUE
GCA_900124495.1_14893_2_85,2926STDY5723768,LIN-4,TRUE
GCA_900127255.1_14722_8_3,2926STDY5723769,LIN-4,TRUE
GCA_900122485.1_14722_8_4,2926STDY5723770,LIN-4,TRUE
GCA_900124505.1_14893_2_86,2926STDY5723771,LIN-2,TRUE
GCA_900122595.1_14722_8_5,2926STDY5723772,LIN-4,TRUE
GCA_900122695.1_14722_8_6,2926STDY5723773,LIN-4,TRUE
GCA_900122795.1_14722_8_7,2926STDY5723774,LIN-2,TRUE
GCA_900124515.1_14893_2_87,2926STDY5723775,LIN-4,TRUE
GCA_900122905.1_14722_8_8,2926STDY5723776,LIN-4,TRUE
GCA_900124525.1_14893_2_88,2926STDY5723777,LIN-4,TRUE
GCA_900124535.1_14893_2_89,2926STDY5723778,LIN-2,TRUE
GCA_900124555.1_14893_2_90,2926STDY5723779,LIN-2,TRUE
GCA_900123005.1_14722_8_9,2926STDY5723780,LIN-4,TRUE
GCA_900122215.1_14722_8_10,2926STDY5723781,LIN-4,TRUE
GCA_900122225.1_14722_8_11,2926STDY5723782,LIN-4,TRUE
GCA_900124565.1_14893_2_91,2926STDY5723783,LIN-4,TRUE
GCA_900122235.1_14722_8_12,2926STDY5723784,LIN-4,TRUE
GCA_900122245.1_14722_8_13,2926STDY5723785,LIN-2,TRUE
GCA_900122255.1_14722_8_14,2926STDY5723786,LIN-4,TRUE
GCA_900122265.1_14722_8_15,2926STDY5723787,LIN-4,TRUE
GCA_900122275.1_14722_8_16,2926STDY5723788,LIN-4,TRUE
GCA_900122285.1_14722_8_17,2926STDY5723789,LIN-4,TRUE
GCA_900127445.1_14722_8_18,2926STDY5723790,LIN-4,TRUE
GCA_900127415.1_14722_8_19,2926STDY5723791,LIN-4,TRUE
GCA_900122305.1_14722_8_20,2926STDY5723792,LIN-4,TRUE
GCA_900122315.1_14722_8_21,2926STDY5723793,LIN-4,TRUE
GCA_900122325.1_14722_8_22,2926STDY5723794,LIN-4,TRUE
GCA_900122335.1_14722_8_23,2926STDY5723795,LIN-4,TRUE
GCA_900122345.1_14722_8_24,2926STDY5723796,LIN-4,TRUE
GCA_900122355.1_14722_8_25,2926STDY5723797,LIN-4,TRUE
GCA_900122365.1_14722_8_26,2926STDY5723798,LIN-4,TRUE
GCA_900122375.1_14722_8_27,2926STDY5723799,LIN-4,TRUE
GCA_900122385.1_14722_8_28,2926STDY5723800,LIN-4,TRUE
GCA_900127365.1_14722_8_29,2926STDY5723801,LIN-4,TRUE
GCA_900122395.1_14722_8_30,2926STDY5723802,LIN-4,TRUE
GCA_900122405.1_14722_8_31,2926STDY5723803,LIN-4,TRUE
GCA_900122415.1_14722_8_32,2926STDY5723804,LIN-4,TRUE
GCA_900122425.1_14722_8_33,2926STDY5723806,LIN-4,TRUE
GCA_900122435.1_14722_8_34,2926STDY5723807,LIN-4,TRUE
GCA_900122445.1_14722_8_35,2926STDY5723808,LIN-4,TRUE
GCA_900122455.1_14722_8_36,2926STDY5723809,LIN-4,TRUE
GCA_900127595.1_14893_2_92,2926STDY5723810,LIN-4,TRUE
GCA_900122465.1_14722_8_37,2926STDY5723811,LIN-4,TRUE
GCA_900127235.1_14722_8_38,2926STDY5723812,LIN-4,TRUE
GCA_900127605.1_14893_2_93,2926STDY5723813,LIN-4,TRUE
GCA_900122475.1_14722_8_39,2926STDY5723814,LIN-4,TRUE
GCA_900122505.1_14722_8_40,2926STDY5723815,LIN-4,TRUE
GCA_900124575.1_14893_2_94,2926STDY5723816,LIN-4,TRUE
GCA_900122495.1_14722_8_41,2926STDY5723817,LIN-4,TRUE
GCA_900122525.1_14722_8_42,2926STDY5723818,LIN-4,TRUE
GCA_900122515.1_14722_8_43,2926STDY5723819,LIN-4,TRUE
GCA_900122535.1_14722_8_44,2926STDY5723820,LIN-4,TRUE
GCA_900122545.1_14722_8_45,2926STDY5723821,LIN-4,TRUE
GCA_900122555.1_14722_8_46,2926STDY5723822,LIN-4,TRUE
GCA_900122565.1_14722_8_47,2926STDY5723823,LIN-4,TRUE
GCA_900122575.1_14722_8_48,2926STDY5723824,LIN-4,TRUE
GCA_900122585.1_14722_8_49,2926STDY5723825,LIN-4,TRUE
GCA_900124585.1_14893_2_95,2926STDY5723826,LIN-4,TRUE
GCA_900121345.1_14722_7_1,2926STDY5723827,LIN-4,TRUE
GCA_900121445.1_14722_7_2,2926STDY5723828,LIN-4,TRUE
GCA_900122605.1_14722_8_50,2926STDY5723829,LIN-4,TRUE
GCA_900127405.1_14722_8_51,2926STDY5723830,LIN-4,TRUE
GCA_900122615.1_14722_8_52,2926STDY5723831,LIN-4,TRUE
GCA_900122625.1_14722_8_53,2926STDY5723832,LIN-4,TRUE
GCA_900122635.1_14722_8_54,2926STDY5723833,LIN-4,TRUE
GCA_900121545.1_14722_7_3,2926STDY5723834,LIN-4,TRUE
GCA_900122645.1_14722_8_55,2926STDY5723835,LIN-2,TRUE
GCA_900122655.1_14722_8_56,2926STDY5723836,LIN-4,TRUE
GCA_900122665.1_14722_8_57,2926STDY5723837,LIN-4,TRUE
GCA_900122675.1_14722_8_58,2926STDY5723838,LIN-4,TRUE
GCA_900121645.1_14722_7_4,2926STDY5723839,LIN-4,TRUE
GCA_900122685.1_14722_8_59,2926STDY5723840,LIN-4,TRUE
GCA_900122705.1_14722_8_60,2926STDY5723841,LIN-4,TRUE
GCA_900121755.1_14722_7_5,2926STDY5723842,LIN-4,TRUE
GCA_900122715.1_14722_8_61,2926STDY5723843,LIN-4,TRUE
GCA_900122725.1_14722_8_62,2926STDY5723844,LIN-4,TRUE
GCA_900122735.1_14722_8_63,2926STDY5723845,LIN-4,TRUE
GCA_900122745.1_14722_8_64,2926STDY5723846,LIN-2,TRUE
GCA_900122755.1_14722_8_65,2926STDY5723847,LIN-4,TRUE
GCA_900122765.1_14722_8_66,2926STDY5723848,LIN-4,TRUE
GCA_900122775.1_14722_8_67,2926STDY5723849,LIN-4,TRUE
GCA_900122785.1_14722_8_68,2926STDY5723850,LIN-4,TRUE
GCA_900127145.1_14722_7_6,2926STDY5723851,LIN-4,TRUE
GCA_900127205.1_14722_8_69,2926STDY5723852,LIN-4,TRUE
GCA_900122805.1_14722_8_70,2926STDY5723853,LIN-4,TRUE
GCA_900122815.1_14722_8_71,2926STDY5723854,LIN-4,TRUE
GCA_900122825.1_14722_8_72,2926STDY5723855,LIN-4,TRUE
GCA_900122835.1_14722_8_73,2926STDY5723856,LIN-4,TRUE
GCA_900122845.1_14722_8_74,2926STDY5723857,LIN-4,TRUE
GCA_900122855.1_14722_8_75,2926STDY5723858,LIN-4,TRUE
GCA_900122865.1_14722_8_76,2926STDY5723859,LIN-4,TRUE
GCA_900122875.1_14722_8_77,2926STDY5723860,LIN-4,TRUE
GCA_900121935.1_14722_7_7,2926STDY5723861,LIN-4,TRUE
GCA_900122885.1_14722_8_78,2926STDY5723862,LIN-4,TRUE
GCA_900122045.1_14722_7_8,2926STDY5723863,LIN-4,TRUE
GCA_900122895.1_14722_8_79,2926STDY5723864,LIN-4,TRUE
GCA_900122915.1_14722_8_80,2926STDY5723865,LIN-4,TRUE
GCA_900122925.1_14722_8_81,2926STDY5723866,LIN-4,TRUE
GCA_900127375.1_14722_8_82,2926STDY5723867,LIN-4,TRUE
GCA_900122935.1_14722_8_83,2926STDY5723868,LIN-4,TRUE
GCA_900122135.1_14722_7_9,2926STDY5723869,LIN-2,TRUE
GCA_900121355.1_14722_7_10,2926STDY5723870,LIN-2,TRUE
GCA_900121365.1_14722_7_11,2926STDY5723871,LIN-4,TRUE
GCA_900121385.1_14722_7_12,2926STDY5723872,LIN-4,TRUE
GCA_900122945.1_14722_8_84,2926STDY5723873,LIN-4,TRUE
GCA_900122955.1_14722_8_85,2926STDY5723874,LIN-4,TRUE
GCA_900121375.1_14722_7_13,2926STDY5723875,LIN-4,TRUE
GCA_900122965.1_14722_8_86,2926STDY5723876,LIN-4,TRUE
GCA_900121405.1_14722_7_14,2926STDY5723877,LIN-4,TRUE
GCA_900121395.1_14722_7_15,2926STDY5723878,LIN-4,TRUE
GCA_900122975.1_14722_8_87,2926STDY5723879,LIN-4,TRUE
GCA_900121415.1_14722_7_16,2926STDY5723880,LIN-4,TRUE
GCA_900121425.1_14722_7_17,2926STDY5723881,LIN-2,TRUE
GCA_900127125.1_14722_7_18,2926STDY5723882,LIN-4,TRUE
GCA_900122985.1_14722_8_88,2926STDY5723883,LIN-4,TRUE
GCA_900122995.1_14722_8_89,2926STDY5723884,LIN-4,TRUE
GCA_900127465.1_14722_8_90,2926STDY5723885,LIN-4,TRUE
GCA_900121435.1_14722_7_19,2926STDY5723886,LIN-4,TRUE
GCA_900121455.1_14722_7_20,2926STDY5723887,LIN-4,TRUE
GCA_900127195.1_14722_7_21,2926STDY5723888,LIN-4,TRUE
GCA_900121465.1_14722_7_22,2926STDY5723889,LIN-4,TRUE
GCA_900121475.1_14722_7_23,2926STDY5723890,LIN-4,TRUE
GCA_900121485.1_14722_7_24,2926STDY5723891,LIN-4,TRUE
GCA_900121495.1_14722_7_25,2926STDY5723892,LIN-4,TRUE
GCA_900123025.1_14722_8_91,2926STDY5723893,LIN-4,TRUE
GCA_900127425.1_14722_8_92,2926STDY5723894,LIN-4,TRUE
GCA_900123015.1_14722_8_93,2926STDY5723895,LIN-4,TRUE
GCA_900123045.1_14722_8_94,2926STDY5723896,LIN-4,TRUE
GCA_900121505.1_14722_7_26,2926STDY5723897,LIN-4,TRUE
GCA_900127285.1_14722_8_95,2926STDY5723898,LIN-4,TRUE
GCA_900121535.1_14722_7_27,2926STDY5723899,LIN-2,TRUE
GCA_900127615.1_14893_3_65,2926STDY5723900,LIN-4,TRUE
GCA_900127625.1_14893_3_66,2926STDY5723902,LIN-4,TRUE
GCA_900127315.1_14722_7_28,2926STDY5723903,LIN-4,TRUE
GCA_000705825.1_Myco_tube_2995AB_V1,2995AB,LIN-4,TRUE
GCA_002504245.1_ASM250424v1,3-86Rv,LIN-B,TRUE
GCA_001544775.1_ASM154477v1,30,LIN-B,TRUE
GCA_001088225.1_7414_6_19,300191,LIN-2,TRUE
GCA_001151565.1_7414_6_47,300234,LIN-2,TRUE
GCA_001092505.1_7414_6_3,300239,LIN-4,TRUE
GCA_001102605.1_7414_6_49,300260,LIN-2,TRUE
GCA_001350515.1_7414_6_28,300659,LIN-4,TRUE
GCA_001111525.1_7414_6_31,300798,LIN-2,TRUE
GCA_001144145.1_7414_6_51,300879,LIN-4,TRUE
GCA_001152945.1_7414_6_57,301092,LIN-2,TRUE
GCA_001157085.1_7414_6_33,301310,LIN-4,TRUE
GCA_001142645.1_7414_6_11,301347,LIN-4,TRUE
GCA_001090305.1_9278_1_10,301645,LIN-4,TRUE
GCA_001144605.1_7414_6_4,301725,LIN-2,TRUE
GCA_001174265.1_7414_6_48,301747,LIN-2,TRUE
GCA_001128865.1_7414_6_32,301816,LIN-2,TRUE
GCA_001143545.1_7414_6_50,302174,LIN-2,TRUE
GCA_001350615.1_7414_6_34,302203,LIN-4,TRUE
GCA_001350555.1_7414_6_12,302226,LIN-4,TRUE
GCA_001115905.1_7414_6_20,302235,LIN-4,TRUE
GCA_001350675.1_7414_6_52,302258,LIN-4,TRUE
GCA_001133345.1_7414_6_58,302350,LIN-2,TRUE
GCA_001107145.1_7414_6_44,302434,LIN-4,TRUE
GCA_001173105.1_7414_6_27,302642,LIN-2,TRUE
GCF_000649315.1_Myco_tube_3067CJ_V1,3067CJ,LIN-4,TRUE
GCA_000749615.1_ASM74961v1,32-08,LIN-B,TRUE
GCA_000656675.1_Myco_tube_3280CJ_V1,3280CJ,LIN-4,TRUE
GCA_001043255.1_ASM104325v1,3281,LIN-B,TRUE
GCA_000649515.1_Myco_tube_3499MM_V1,3499MM,LIN-4,TRUE
GCA_000749665.1_ASM74966v1,35,LIN-B,TRUE
GCA_900240945.1_PRJEB23694,3519A,NONE,FALSE
GCA_000383495.1_ASM38349v1,360MFTsu5.1,NONE,FALSE
GCA_000669835.1_Myco_tube_36361_V1,36361,LIN-4,TRUE
GCA_900101555.1_IMG-taxon_2639762559_annotated_assembly,365MFTsu,NONE,FALSE
GCF_001544985.1_ASM154498v1,37004,LIN-4,TRUE
GCA_000669815.1_Myco_tube_38088_V1,38088,LIN-2,TRUE
GCA_000669735.1_Myco_tube_38765_V1,38765,LIN-2,TRUE
GCA_001122345.1_7414_6_6,400044,LIN-2,TRUE
GCA_001125745.1_7414_6_22,400260,LIN-4,TRUE
GCA_001147745.1_7414_6_2,400285,LIN-4,TRUE
GCA_001156445.1_7414_6_24,400491,LIN-2,TRUE
GCA_001166985.1_7414_6_25,400541,LIN-4,TRUE
GCA_001133985.1_7414_6_30,400554,LIN-4,TRUE
GCA_001119505.1_7414_6_7,400673,LIN-4,TRUE
GCA_001350495.1_7414_6_9,400711,LIN-4,TRUE
GCA_001143165.1_7414_6_53,400731,LIN-2,TRUE
GCA_001093225.1_7414_6_13,400739,LIN-4,TRUE
GCA_001083085.1_7414_6_55,400834,LIN-4,TRUE
GCA_001350655.1_7414_6_35,400958,LIN-2,TRUE
GCA_001094405.1_7414_6_37,400968,LIN-2,TRUE
GCA_001169425.1_9278_1_11,401063,LIN-4,TRUE
GCA_001090405.1_7414_6_40,401107,LIN-3,TRUE
GCA_001117725.1_7414_6_5,401206,LIN-2,TRUE
GCA_001155865.1_7414_6_21,401212,LIN-4,TRUE
GCA_001163485.1_7414_6_59,401243,LIN-2,TRUE
GCA_001350635.1_7414_6_41,401325,LIN-2,TRUE
GCA_001147025.1_8080_8_39,401391,LIN-4,TRUE
GCA_001160225.1_7414_6_1,401416,NONE,FALSE
GCA_001130685.1_7414_6_61,401539,LIN-4,TRUE
GCA_001088465.1_7414_6_17,401555,LIN-4,TRUE
GCA_001138485.1_7414_6_29,401594,LIN-2,TRUE
GCA_001116025.1_7414_6_10,401787,LIN-4,TRUE
GCA_001166245.1_7414_6_16,402106,LIN-4,TRUE
GCA_001109345.1_7414_6_26,402138,LIN-4,TRUE
GCA_001350595.1_7414_6_23,402206,LIN-2,TRUE
GCA_001172865.1_7414_6_54,402248,LIN-2,TRUE
GCA_001350475.1_7414_6_60,402251,LIN-2,TRUE
GCA_001096945.1_7414_6_14,402267,LIN-4,TRUE
GCA_001350535.1_7414_6_56,402321,LIN-4,TRUE
GCA_001350575.1_7414_6_38,402431,LIN-2,TRUE
GCA_001085125.1_7414_6_62,402495,LIN-4,TRUE
GCA_001151685.1_7414_6_39,402538,LIN-3,TRUE
GCA_001102705.1_7414_6_18,402542,LIN-4,TRUE
GCA_001125785.1_7414_6_8,402568,LIN-4,TRUE
GCA_001134265.1_7414_6_36,402629,LIN-2,TRUE
GCA_001128805.1_8080_8_40,402713,"LIN-4 (0.868345639855), LIN-2 (0.131654360145)",FALSE
GCA_001131705.1_7414_6_42,402797,LIN-2,TRUE
GCF_001969035.1_ASM196903v1,410,LIN-4,TRUE
GCA_001183035.1_ASM118303v1,43-13838,LIN-1,TRUE
GCA_000465305.1_MTB_43-16836,43-16836,LIN-1,TRUE
GCA_000669775.1_Myco_tube_44503_V1,44503,LIN-4,TRUE
GCA_000749785.1_ASM74978v1,45-08B,LIN-B,TRUE
GCA_900113075.1_IMG-taxon_2639762525_annotated_assembly,455MF,NONE,FALSE
GCA_001183005.1_ASM118300v1,46-5069,LIN-1,TRUE
GCA_001835515.1_ASM183551v1,47,LIN-6,TRUE
GCA_001835525.1_ASM183552v1,48,LIN-6,TRUE
GCA_900240975.1_PRJEB23701,4858,NONE,FALSE
GCF_000786505.1_MT49-02,49-02,LIN-2,TRUE
GCA_000749605.1_ASM74960v1,49-09,LIN-B,TRUE
GCA_001835505.1_ASM183550v1,49,LIN-6,TRUE
GCA_000669755.1_Myco_tube_49375_V1,49375,LIN-2,TRUE
GCA_001835535.1_ASM183553v1,50_1,LIN-6,TRUE
GCA_000749825.1_ASM74982v1,50,LIN-B,TRUE
GCA_000669795.1_Myco_tube_51628_V1,51628,LIN-4,TRUE
GCA_000749725.1_ASM74972v1,534,LIN-B,TRUE
GCA_002939665.1_ASM293966v1,581,LIN-4,TRUE
GCA_000749765.1_ASM74976v1,61-09,LIN-B,TRUE
GCA_002939645.1_ASM293964v1,621,LIN-2,TRUE
GCA_002939625.1_ASM293962v1,630,LIN-4,TRUE
GCA_002939585.1_ASM293958v1,631,LIN-2,TRUE
GCA_002939565.1_ASM293956v1,632,LIN-2,TRUE
GCA_000194075.3_ASM19407v3,63839,LIN-B,TRUE
GCA_002939605.1_ASM293960v1,641,LIN-1,TRUE
GCF_001969025.1_ASM196902v1,6548,LIN-4,TRUE
GCA_002939545.1_ASM293954v1,662,LIN-2,TRUE
GCA_002939465.1_ASM293946v1,663,LIN-4,TRUE
GCA_002939505.1_ASM293950v1,667,LIN-1,TRUE
GCA_000735795.1_ASM73579v1,6A024XDR,LIN-2,TRUE
GCF_000331445.1_ASM33144v1,7199-99,LIN-4,TRUE
GCA_001667315.1_ASM166731v1,852002-10029_SCH5224772,NONE,FALSE
GCA_001667535.1_ASM166753v1,852002-10318_SCH4845932,NONE,FALSE
GCA_001667465.1_ASM166746v1,852002-10379_SCH5584320,NONE,FALSE
GCA_001665645.1_ASM166564v1,852002-30065_SCH5024008,NONE,FALSE
GCA_001665875.1_ASM166587v1,852002-40037_SCH5390672,NONE,FALSE
GCA_001667185.1_ASM166718v1,852002-50816_SCH5313054-b,NONE,FALSE
GCA_001667035.1_ASM166703v1,852002-51057_SCH5723018,NONE,FALSE
GCA_001667105.1_ASM166710v1,852002-51152_SCH6134967,NONE,FALSE
GCA_001667115.1_ASM166711v1,852002-51163_SCH5372311,NONE,FALSE
GCA_001667065.1_ASM166706v1,852002-51296_SCH5728562-a,NONE,FALSE
GCA_001667425.1_ASM166742v1,852002-51613_SCH5001154,NONE,FALSE
GCA_001667455.1_ASM166745v1,852002-51759_SCH5129042,NONE,FALSE
GCA_001665535.1_ASM166553v1,852002-51961_SCH5331710,NONE,FALSE
GCA_001667145.1_ASM166714v1,852002-51971_SCH5477799-a,NONE,FALSE
GCA_001667155.1_ASM166715v1,852002-53434_SCH5985345,NONE,FALSE
GCA_001665685.1_ASM166568v1,852013-50091_SCH5140682,NONE,FALSE
GCA_001665825.1_ASM166582v1,852013-50142_SCH4511227,NONE,FALSE
GCA_001665575.1_ASM166557v1,852013-51886_SCH5428379,NONE,FALSE
GCA_001665605.1_ASM166560v1,852014-50255_SCH5639931,LIN-6,TRUE
GCA_001665755.1_ASM166575v1,852014-51730_SCH5271717,NONE,FALSE
GCA_001665615.1_ASM166561v1,852014-52144_SCH5372336,NONE,FALSE
GCA_001667075.1_ASM166707v1,852014-52450_SCH5900713,NONE,FALSE
GCA_900110825.1_IMG-taxon_2642422555_annotated_assembly,88MF,NONE,FALSE
GCA_000155145.1_ASM15514v1,94_M4241A_2,LIN-2,TRUE
GCA_000665965.1_Myco_tube_94_M4241A_V1,94_M4241A,LIN-2,TRUE
GCA_002013545.1_ASM201354v1,96-892,NONE,FALSE
GCF_000756525.1_ASM75652v1,96075,LIN-2,TRUE
GCF_000756545.1_ASM75654v1,96121,LIN-1,TRUE
GCF_001850445.1_ASM185044v1,97-05201,LIN-4,TRUE
GCA_001846225.1_ASM184622v1,97-05202,LIN-4,TRUE
GCA_001845825.1_ASM184582v1,97-06880,LIN-4,TRUE
GCA_001846355.1_ASM184635v1,97-10490,LIN-4,TRUE
GCA_001846305.1_ASM184630v1,97-14062,LIN-4,TRUE
GCA_001852865.1_ASM185286v1,97-14075,LIN-4,TRUE
GCA_001846065.1_ASM184606v1,97-16464,LIN-4,TRUE
GCA_001852885.1_ASM185288v1,97-20962,LIN-4,TRUE
GCA_001846235.1_ASM184623v1,97-20984,LIN-4,TRUE
GCA_001846265.1_ASM184626v1,97-20987,LIN-2,TRUE
GCA_001846185.1_ASM184618v1,97-R224,LIN-4,TRUE
GCA_002130395.1_ASM213039v1,97-R337,LIN-4,TRUE
GCA_001845835.1_ASM184583v1,97-R495,LIN-4,TRUE
GCA_001846275.1_ASM184627v1,97-R590,LIN-2,TRUE
GCA_001852895.1_ASM185289v1,98-10534,LIN-4,TRUE
GCA_001853125.1_ASM185312v1,98-19063,LIN-2,TRUE
GCA_001848165.1_ASM184816v1,98-20043,LIN-4,TRUE
GCA_002129925.1_ASM212992v1,98-20044,LIN-4,TRUE
GCA_001853005.1_ASM185300v1,98-R133,LIN-2,TRUE
GCA_001853045.1_ASM185304v1,98-R188,LIN-4,TRUE
GCA_001846495.1_ASM184649v1,98-R355,LIN-4,TRUE
GCA_001848065.1_ASM184806v1,98-R380,LIN-2,TRUE
GCA_001848045.1_ASM184804v1,98-R394,LIN-4,TRUE
GCA_001846385.1_ASM184638v1,98-R405,LIN-4,TRUE
GCA_001852935.1_ASM185293v1,98-R450,LIN-4,TRUE
GCA_001849425.1_ASM184942v1,98-R452,LIN-4,TRUE
GCA_001852955.1_ASM185295v1,98-R454,LIN-4,TRUE
GCA_001845785.1_ASM184578v1,98-R459,LIN-4,TRUE
GCA_001846195.1_ASM184619v1,98-R467,LIN-4,TRUE
GCA_001848095.1_ASM184809v1,98-R504,LIN-4,TRUE
GCA_001845675.1_ASM184567v1,98-R515,LIN-4,TRUE
GCA_001853105.1_ASM185310v1,98-R570,LIN-4,TRUE
GCA_000155795.1_ASM15579v1,98-R604-INH-RIF-EM,LIN-4,TRUE
GCA_001849265.1_ASM184926v1,98-R660,LIN-4,TRUE
GCA_001846505.1_ASM184650v1,98-R696,LIN-4,TRUE
