1,1.1,1.1.1,1.1.1.1,1.1.2,1.1.3,1.1.3.1,1.1.3.2,1.1.3.3,1.2.1,1.2.2,1.2.2.1,2,2.1,2.2,2.2.1,2.2.1.1,2.2.2,3,3.1.1,3.1.2,3.1.2.1,3.1.2.2,4,4.1,4.1.1,4.1.1.1,4.1.1.2,4.1.1.3,4.1.1.3.1,4.1.2,4.1.2.1,4.1.2.1.1,4.1.3,4.1.4,4.2,4.2.1,4.2.1.1,4.2.2,4.2.2.1,4.2.2.2,4.3,4.3.1,4.3.1.1,4.3.2,4.3.2.1,4.3.3,4.3.4,4.3.4.1,4.3.4.2,4.3.4.2.1,4.4,4.4.1,4.4.1.1,4.4.1.1.1,4.4.1.2,4.5,4.6,4.6.1,4.6.1.1,4.6.1.2,4.6.2,4.6.2.1,4.6.2.2,4.6.3,4.6.4,4.6.5,4.7,4.8,4.8.1,4.8.2,4.8.3,4.9.1,5,6,7,8,9,bov,cap,oryg
,,C3330725T,C3330725T,C1575275A,A3132289G,A3132289G,A3132289G,A3132289G,G4049254A,G3534263C,G3534263C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4200686T,,A1955359C,C4227348T,,,,T2379532C
,,A3629776G,A3629776G,C1596515T,A3246955G,A3246955G,A3246955G,A3246955G,C4113833T,G3677203A,G3677203A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4201535T,,C1959947T,C4250072T,,,,T2405863C
,,C3657710G,C3657710G,G1831531A,G3248276A,G3248276A,G3248276A,G3248276A,C4123325T,G3771585A,G3771585A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4205237T,,C1959986T,C4250245T,,,,T2415576C
,,T3774077A,T3774077A,C1876393T,G3549346A,G3549346A,G3549346A,G3549346A,G4155903T,G3824167C,G3824167C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4208331A,,C1965815T,G4315767A,,,,G2427896T
,,C4177882A,C4177882A,G1901623T,G3707884A,G3707884A,G3707884A,G3707884A,G4244420C,G4121388A,G4121388A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4239843C,,G1970346A,G4316218A,,,,T2428213C
,,G4218940T,G4218940T,G1948644A,G3715012T,G3715012T,G3715012T,G3715012T,C4301972T,G4176694A,G4176694A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4245147T,,C1971401T,G4365783A,,,,A2435954G
,,G4314216A,G4314216A,A1967783G,C3771123T,C3771123T,C3771123T,C3771123T,,G4238120A,G4238120A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G4271348A,,C1974133T,G4384280A,,,,C2438682T
,,,G477214T,T2008669A,C3870870T,C3870870T,C3870870T,C3870870T,,C4285318T,C4285318T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4275241A,,C1974388T,G4389812A,,,,G2448407A
,,,C490972A,G2057593A,G4096875A,G4096875A,G4096875A,G4096875A,,C4299514T,C4299514T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4293133G,,C1980859T,G4406599A,,,,G2449412A
,,,C634586T,G2068353A,,G28616C,T8188C,C67969T,,G4356477A,G4356477A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4306059T,,G2007098T,C4410891T,,,,G2453885A
,,,A719545G,G2110812T,,T89179C,A25139G,C113641T,,G4360524C,G4360524C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T4319352C,,G2007872C,,,,,T2459865C
,,,C728897T,C2131540T,,T304050C,G44996A,C212040T,,,T10360C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4327103T,,C2010704T,,,,,C2464208T
,,,C851797A,A2143973G,,G304635T,G101819A,A287510C,,,T60297C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4328644G,,T2017422C,,,,,C2469396T
,,,C992206T,G2146024A,,C403481T,C164682T,T550693C,,,G74805C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G4357657A,,G2018860A,,,,,G2475305A
,,,G1182192A,G2147429C,,G442283A,G187285C,C556222T,,,C123511T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4361250G,,G2022098C,,,,,G2486576A
,,,A1526100G,G2249789A,,A482570C,G251224A,C633631T,,,G204724A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T4386746C,,C2035938A,,,,,A2502069G
,,,G1635527A,C2399887T,,C485424A,G285096T,C897197G,,,G527270T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G4399422A,,C2086202G,,,,,G2515135T
,,,T1750465C,T2531081A,,C501694T,A323526G,G1066025A,,,G570311C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2098345C,,,,,A2539831C
,,,G1894765A,G2622402A,,C532420G,G352804C,C1146224T,,,C678673T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2120842C,,,,,G2556298C
,,,G1980325A,G2719850A,,C685578A,A395537C,A1495150G,,,G717879A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2123242T,,,,,G2565689A
,,,G2311357A,T2739385C,,C738603T,G452754T,C1509924T,,,C722838T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2133817T,,,,,G2569448A
,,,C2326192T,C2753041T,,G953861A,A453299G,C1770137T,,,G1690407A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2134602A,,,,,C2577116G
,,,C2330237T,C2787989T,,A988194G,C480890G,C1976014T,,,C1722036A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2138547A,,,,,A2653314G
,,,G2412584A,C2815277T,,C1060878T,G485893T,A2297406G,,,C1774002T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2152688T,,,,,A2656466T
,,,C2422687G,C2906008T,,T1149548A,G487246C,G2328260C,,,C1821774T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2153410G,,,,,T2662080G
,,,C2470934A,G2963892A,,G1249771A,T530485C,C2364740T,,,C2024990T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2174215C,,,,,T2662776G
,,,C2478541T,A2990752C,,C1376033G,G619695A,C2631278A,,,A2197675C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2175153A,,,,,T2675648C
,,,G2533237A,C2996912T,,G1485363T,G631279A,C2738352T,,,G2474685T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2183443A,,,,,G2702921A
,,,C2663319A,G3032887A,,C1505829T,C671794T,C2742494T,,,C2510553A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2189489G,,,,,G2710207A
,,,C2694026T,G3036413A,,C1599996T,G697606A,C2997944T,,,G2548139A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2191261G,,,,,G2729237A
,,,C2773181T,A3092402C,,C1813910T,G710748T,G3337585A,,,C2595961T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2203033A,,,,,C2729765T
,,,C2791079T,C3338834A,,A1986451G,C712143A,C3358768T,,,G2657046A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2204199C,,,,,C2736789T
,,,C2994964T,C3394177T,,T2069882C,C715075T,C3993537T,,,C2771457A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2204623A,,,,,A2746391G
,,,G3022811A,A3525374G,,T2099007C,G726198A,G4024316C,,,G2821426A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2240773A,,,,,C2772670G
,,,C3227768A,C3531656T,,T2247140C,G747640A,C4402895G,,,C2904886T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2245063G,,,,,T2773919C
,,,G3364142A,A3531706G,,G2264973A,G786685T,,,,G3090181A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2247935T,,,,,C2774534T
,,,G3574258A,G3538128A,,G2300477A,G1004547A,,,,A3155382G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2248823G,,,,,G2809468C
,,,G3715840A,A3554354G,,C2327329A,A1077981G,,,,C3323665A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2252997G,,,,,G2813446A
,,,G3793428T,G3629203A,,C2346071T,T1128665C,,,,G3346959T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2261553T,,,,,C2815003G
,,,,A3664603T,,G2372949A,C1199722T,,,,G3362218T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2269261T,,,,,T2821013C
,,,,G3784975A,,G2611442A,A1245061G,,,,C3487707A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2274477T,,,,,A2831140G
,,,,G3820722A,,C2655771A,C1287533T,,,,G3787156A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2280092A,,,,,C2845390T
,,,,G3879882A,,A2694189G,C1479325A,,,,T3983049G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2287790C,,,,,C2852114T
,,,,G3897374A,,C2887744A,T1530439C,,,,C4108043T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2292549A,,,,,C2877192A
,,,,C3988745G,,C2929799T,A1557518G,,,,G4176914T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2293847G,,,,,T2880538C
,,,,C4020756G,,C3042301T,G1624992A,,,,C4240750T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2303524T,,,,,T2880835G
,,,,C4047879T,,G3142852T,C1640244T,,,,A4340312G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2305184A,,,,,A2887133G
,,,,C4141864A,,G3166706A,G1707800T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2307439T,,,,,G2895348A
,,,,G4157259A,,C3178816T,G1756802A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2313023A,,,,,C2900167T
,,,,G4167642T,,C3395434T,C1885612G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2327067T,,,,,A2916179G
,,,,G4298896A,,T3476583C,C1899810T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2336329T,,,,,A2928637G
,,,,G4325923A,,G3526539A,C2020026G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2380244A,,,,,C2939584A
,,,,C4349129T,,G3546754C,C2279758T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2383599T,,,,,C2946840A
,,,,A4399888G,,G3841253A,C2369187T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2385615T,,,,,G2947285A
,,,,,,G4361089A,G2369460A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2386883A,,,,,G2952452A
,,,,,,G4411475A,G2414870A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2403490C,,,,,G2962815C
,,,,,,,G2418554A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2406193C,,,,,G2963720A
,,,,,,,C2513411G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2414272T,,,,,A3014746C
,,,,,,,C2536740T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2414434C,,,,,C3022008T
,,,,,,,A2702369G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2415149C,,,,,C3026187T
,,,,,,,G2712566T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2421349A,,,,,T3026468C
,,,,,,,A2719938G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2429729T,,,,,T3030094C
,,,,,,,G2730348A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2431607C,,,,,T3039261C
,,,,,,,C2755330T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2438422G,,,,,A3047816G
,,,,,,,G2887243A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2442862C,,,,,C3048079T
,,,,,,,G2911916A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2450895T,,,,,C3048771T
,,,,,,,C3220048T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2451275A,,,,,A3061003G
,,,,,,,G3272697A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2470347T,,,,,T3067009C
,,,,,,,G3488278C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2478401A,,,,,T3067812C
,,,,,,,G3520485T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2501377A,,,,,G3070714A
,,,,,,,G3642173A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2512754A,,,,,C3071504G
,,,,,,,C3651032T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2513847G,,,,,C3076640A
,,,,,,,C3653225T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2528278C,,,,,G3093116C
,,,,,,,G3665931T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2541694A,,,,,C3099495T
,,,,,,,C3769784T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2545215A,,,,,G3100986T
,,,,,,,C3894150A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2546994T,,,,,G3109627C
,,,,,,,G3911938A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2549303C,,,,,G3113904T
,,,,,,,C4010994T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2558668A,,,,,C3132584T
,,,,,,,G4018725A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2578652C,,,,,G3147196A
,,,,,,,G4084405A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2588440G,,,,,G3148454A
,,,,,,,G4095404A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2592048T,,,,,T3152703G
,,,,,,,A4130200G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2595295C,,,,,C3155260A
,,,,,,,G4346294C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2603380A,,,,,C3159466T
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2621157C,,,,,C3169415A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2647342A,,,,,G3169986T
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2661345A,,,,,A3173162G
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2663297C,,,,,G3178523A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2666885T,,,,,G3180309T
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2691958C,,,,,T3199583C
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2724174A,,,,,C3209573G
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2728454G,,,,,G3223382A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2730359C,,,,,C3229906T
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2759363G,,,,,A3232112G
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2764924A,,,,,C3234662T
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2766211A,,,,,G3241414A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2770542T,,,,,G3243146A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2771112T,,,,,T3243880G
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2772868A,,,,,G3262800A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2775540A,,,,,C3268321T
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2781628T,,,,,A3279471G
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2789267T,,,,,C3281753T
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2789841A,,,,,C3292609G
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2793444C,,,,,T3298383G
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2799361A,,,,,G3316941A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2822737A,,,,,G3332282A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2832776C,,,,,A3337480G
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2833478G,,,,,G3337675A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2842238A,,,,,T3354342G
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2867759A,,,,,T3357966C
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2871227A,,,,,C3424064T
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2909916T,,,,,T3434914A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2913373A,,,,,A3441797G
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2919994T,,,,,G3450231A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2931372A,,,,,G3459524C
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2948000C,,,,,C3460286G
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2949204T,,,,,C3476197T
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2950574T,,,,,G3478468A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2952062C,,,,,C3500009T
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2952738A,,,,,C3505007T
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2955128A,,,,,C3506626G
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2955392C,,,,,A3507667T
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2958245T,,,,,G3518168C
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2967747T,,,,,G3524803A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2968348G,,,,,C3525977T
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2968593G,,,,,G3531230A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2982028T,,,,,T3534919C
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2999030A,,,,,A3542458G
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3004837T,,,,,C3549835T
