Sample_id,MixInfect,bayesian,Demixer,0,avg,long_bar,mean,,,,,,,,,,
ERR176524,Non-Mix,Non-mix,Non-Mix,medium,0.11,287,0.09191874,1.1.3.2,,,,,1,,,,
ERR176525,Non-Mix,Non-mix,Non-Mix,medium,0.12,326,0.086691929,4.3.4.2.1,,,,,1,,,,
ERR176526,Non-Mix,Non-mix,Non-Mix,medium,0.1,315,0.090283032,4.3.4.2.1,,,,,1,,,,
ERR176528,Non-Mix,Non-mix,Non-Mix,medium,0.12,324,0.069849969,3.1.1,,,,,1,,,,
ERR176529,Non-Mix,Non-mix,Non-Mix,medium,0.11,247,0.087391571,4.9.1,,,,,1,,,,
ERR176530,Non-mix,Non-mix,Non-Mix,medium,0.09,231,0.094266484,4.1.2,,,,,1,,,,
ERR176531,Non-Mix,Non-mix,Non-Mix,medium,0.12,219,0.099454545,4.3.4.2.1,,,,,1,,,,
ERR176532,Non-Mix,Non-mix,Non-Mix,medium,0.1,293,0.096956522,4.3.4.2.1,,,,,1,,,,
ERR176533,Mix,Mix,Mix,medium,0.08,257,0.074383073,4.3.4.1,4.3.4.2.1,,,,0.96,0.04,,,
ERR176534,Non-Mix,Non-mix,Non-Mix,high,0.12,156,0.096156486,4.3.4.2.1,,,,,1,,,,
ERR176536,Non-Mix,Non-mix,Non-Mix,medium,0.12,294,0.10046729,4.3.4.2.1,,,,,1,,,,
ERR176538,Non-Mix,Non-mix,Non-Mix,medium,0.11,294,0.079605263,4.9.1,,,,,1,,,,
ERR176539,Non-Mix,Non-mix,Non-Mix,medium,0.12,300,0.072323298,4.3.4.2.1,,,,,1,,,,
ERR176540,Non-Mix,Non-mix,Non-Mix,medium,0.1,295,0.0932,4.3.4.2.1,,,,,1,,,,
ERR176541,Non-Mix,Non-mix,Non-Mix,medium,0.1,306,0.076028249,4.6.1.1,,,,,1,,,,
ERR176542,Non-Mix,Non-mix,Non-Mix,medium,0.11,269,0.098356251,4.3.4.2.1,,,,,1,,,,
ERR176543,Non-Mix,Non-mix,Non-Mix,medium,0.12,319,0.085761589,4.3.4.2.1,,,,,1,,,,
ERR176544,Non-Mix,Non-mix,Non-Mix,high,0.14,191,0.135555556,4.6.1.1,,,,,1,,,,
ERR176545,Non-Mix,Non-mix,Non-Mix,medium,0.1,269,0.091004911,4.3.4.2.1,,,,,1,,,,
ERR176546,Non-Mix,Non-mix,Non-Mix,high,0.12,216,0.114252874,4.3.4.2.1,,,,,1,,,,
ERR176548,Non-Mix,Non-mix,Non-Mix,medium,0.12,239,0.092766296,4.3.4.2.1,,,,,1,,,,
ERR176549,Mix,Mix,Mix,high,0.23,524,0.23364486,4.3.4.2.1,4.4.1.2,,,,0.66,0.34,,,
ERR176550,Non-Mix,Non-mix,Non-Mix,medium,0.11,279,0.094540943,4,,,,,1,,,,
ERR176551,Non-Mix,Non-mix,Non-Mix,medium,0.12,299,0.082433356,4.3.4.2.1,,,,,1,,,,
ERR176552,Non-mix,Non-mix,Mix,medium,0.05,320,0.049310703,4.3.4.2.1,4.6.1.1,,,,0.99,0.01,,,
ERR176553,Non-Mix,Non-mix,Non-Mix,medium,0.09,295,0.088297872,4.6.1.1,,,,,1,,,,
ERR176554,Non-mix,Non-mix,Non-Mix,medium,0.08,235,0.081761922,4.3.4.2.1,,,,,1,,,,
ERR176555,Non-Mix,Non-mix,Non-Mix,medium,0.12,284,0.094152047,4.3.4.2.1,,,,,1,,,,
ERR176556,Mix,Mix,Mix,medium,0.06,347,0.057370544,1.1.3.2,4.3.4.1,4.3.4.2.1,,,0.01,0.03,0.96,,
ERR176557,Mix,Mix,Mix,high,0.06,1070,0.070608705,1.1.3.2,4.3.4.1,4.3.4.2.1,4.4.1.2,,0.06,0.79,0.07,0.08,
ERR176558,Non-mix,Non-mix,Non-Mix,medium,0.14,234,0.096561152,4.3.4.2.1,,,,,1,,,,
ERR176559,Non-Mix,Non-mix,Non-Mix,medium,0.12,260,0.083293365,4.3.4.2.1,,,,,1,,,,
ERR176561,Non-Mix,Non-mix,Non-Mix,high,0.12,198,0.112332968,4.3.4.2.1,,,,,1,,,,
ERR176562,Non-Mix,Non-mix,Non-Mix,medium,0.11,274,0.100302371,4.3.4.2.1,,,,,1,,,,
ERR176563,Non-Mix,Non-mix,Non-Mix,medium,0.1,299,0.068123453,4.3.4.2.1,,,,,1,,,,
ERR176564,Non-Mix,Non-mix,Non-Mix,medium,0.12,306,0.074269937,1.2.2,,,,,1,,,,
ERR176565,Non-Mix,Non-mix,Non-Mix,high,0.12,203,0.104626262,4.3.4.2.1,,,,,1,,,,
ERR176566,Non-Mix,Non-mix,Non-Mix,medium,0.1,327,0.076831512,4.3.4.2.1,,,,,1,,,,
ERR176567,Non-Mix,Non-mix,Non-Mix,high,0.12,195,0.111567944,4.3.4.2.1,,,,,1,,,,
ERR176569,Non-Mix,Non-mix,Non-Mix,medium,0.1,263,0.097878715,4.3.4.1,,,,,1,,,,
ERR176570,Non-Mix,Non-mix,Non-Mix,high,0.12,216,0.116207951,1.2.2.1,,,,,1,,,,
ERR176571,Non-Mix,Non-mix,Non-Mix,high,0.12,197,0.110674157,4.3.4.2.1,,,,,1,,,,
ERR176572,Non-Mix,Non-mix,Non-Mix,medium,0.15,225,0.110913186,4.3.4.1,,,,,1,,,,
ERR176573,Non-Mix,Non-mix,Mix,medium,0.12,245,0.103161094,4.4.1.1,4.4.1.2,,,,0.46,0.54,,,
ERR176574,Non-Mix,Non-mix,Non-Mix,medium,0.09,301,0.075783133,4.3.4.2.1,,,,,1,,,,
ERR176575,Non-mix,Non-mix,Non-Mix,medium,0.12,246,0.081626984,4.3.4.2.1,,,,,1,,,,
ERR176576,Non-Mix,Non-mix,Non-Mix,high,0.12,211,0.10950495,3,,,,,1,,,,
ERR176577,Non-Mix,Non-mix,Non-Mix,medium,0.13,288,0.085230769,3.1.1,,,,,1,,,,
ERR176578,Non-Mix,Non-mix,Non-Mix,medium,0.12,260,0.097239641,4.3.4.2.1,,,,,1,,,,
ERR176579,Non-Mix,Non-mix,Non-Mix,medium,0.11,260,0.079637631,4,,,,,1,,,,
ERR176581,Non-Mix,Non-mix,Non-Mix,high,0.12,179,0.11835443,4.3.4.2.1,,,,,1,,,,
ERR176582,Non-Mix,Non-mix,Non-Mix,medium,0.11,224,0.1036,4.3.4.2.1,,,,,1,,,,
ERR176583,Non-Mix,Non-mix,Non-Mix,medium,0.12,276,0.093097937,4.1.1.3,,,,,1,,,,
ERR176584,Non-Mix,Non-mix,Non-Mix,medium,0.12,220,0.101745586,4.3.4.2.1,,,,,1,,,,
ERR176585,Non-mix,Non-mix,Non-Mix,medium,0.07,280,0.067955665,4.9.1,,,,,1,,,,
ERR176586,Non-Mix,Non-mix,Non-Mix,high,0.15,171,0.123780488,4,,,,,1,,,,
ERR176587,Non-Mix,Non-mix,Non-Mix,medium,0.11,302,0.089695669,4.6.1.1,,,,,1,,,,
ERR176588,Non-Mix,Non-mix,Non-Mix,medium,0.1,280,0.095857988,1.1.3.2,,,,,1,,,,
ERR176589,Non-Mix,Non-mix,Non-Mix,medium,0.12,260,0.108695652,4.1.1.3,,,,,1,,,,
ERR176590,Non-Mix,Non-mix,Non-Mix,medium,0.12,296,0.109332792,4.8,,,,,1,,,,
ERR176591,Non-Mix,Non-mix,Non-Mix,high,0.13,203,0.119168332,4.1.2,,,,,1,,,,
ERR176592,Non-Mix,Non-mix,Non-Mix,medium,0.1,280,0.08157784,4.3.4.2.1,,,,,1,,,,
ERR176593,Non-Mix,Non-mix,Non-Mix,medium,0.08,303,0.078022383,4.3.4.2.1,,,,,1,,,,
ERR176594,Non-Mix,Non-mix,Non-Mix,medium,0.12,276,0.089552773,4.9.1,,,,,1,,,,
ERR176595,Non-Mix,Non-mix,Non-Mix,medium,0.1,278,0.081468531,4.3.4.2.1,,,,,1,,,,
ERR176596,Non-Mix,Non-mix,Non-Mix,high,0.11,211,0.096647165,4.3.4.2.1,,,,,1,,,,
ERR176597,Non-Mix,Non-mix,Non-Mix,high,0.15,216,0.111363636,1.1.2,,,,,1,,,,
ERR176598,Non-mix,Non-mix,Non-Mix,medium,0.1,253,0.075662043,4.9.1,,,,,1,,,,
ERR176599,Non-Mix,Non-mix,Mix,medium,0.08,306,0.081008403,4.3.4.2.1,4.6.1.1,,,,0.99,0.01,,,
ERR176600,Mix,Mix,Mix,medium,0.1,257,0.098707951,1.1.3.2,3.1.1,,,,0.01,0.99,,,
ERR176601,Non-Mix,Non-mix,Non-Mix,medium,0.12,297,0.072637524,3.1.1,,,,,1,,,,
ERR176602,Non-Mix,Non-mix,Non-Mix,medium,0.11,288,0.086204663,1.1.3.2,,,,,1,,,,
ERR176603,Non-Mix,Non-mix,Non-Mix,medium,0.1,225,0.089922481,3.1.1,,,,,1,,,,
ERR176604,Mix,Mix,Non-Mix,high,0.12,182,0.136363636,1.1.3.2,,,,,1,,,,
ERR176605,Non-mix,Non-mix,Non-Mix,medium,0.12,251,0.077540373,4.3.4.2.1,,,,,1,,,,
ERR176606,Non-Mix,Non-mix,Non-Mix,medium,0.12,227,0.115853659,2.2.1,,,,,1,,,,
ERR176607,Non-Mix,Non-mix,Non-Mix,medium,0.12,270,0.098,4.3.4.2.1,,,,,1,,,,
ERR176608,Non-Mix,Non-mix,Non-Mix,high,0.09,215,0.088648649,4.9.1,,,,,1,,,,
ERR176609,Non-Mix,Non-mix,Non-Mix,medium,0.11,259,0.098938875,4.3.4.2.1,,,,,1,,,,
ERR176610,Mix,Mix,Non-Mix,medium,0.11,241,0.104719536,4.3.4.2.1,,,,,1,,,,
ERR176611,Mix,Mix,Mix,high,0.09,576,0.081953071,2.2.1,4.3.4.2.1,,,,0.92,0.08,,,
ERR176612,Non-Mix,Non-mix,Non-Mix,medium,0.1,233,0.102293202,4.3.4.2.1,,,,,1,,,,
ERR176613,Non-Mix,Non-mix,Mix,medium,0.06,314,0.068614719,1.2.2.1,4.1.2,,,,0.01,0.99,,,
ERR176614,Non-Mix,Non-mix,Non-Mix,medium,0.12,302,0.086256072,4.3.4.2.1,,,,,1,,,,
ERR176615,Non-Mix,Non-mix,Non-Mix,medium,0.12,234,0.089335664,4.3.4.2.1,,,,,1,,,,
ERR176616,Mix,Mix,Mix,medium,0.34,322,0.325,1.1.3.2,4.3.4.2.1,_,,,0.45,0.51,0.04,,
ERR176617,Non-Mix,Non-mix,Non-Mix,medium,0.1,243,0.099761905,4.3.4.2.1,,,,,1,,,,
ERR176618,Non-Mix,Non-mix,Non-Mix,medium,0.12,282,0.079258585,1.1.2,,,,,1,,,,
ERR176619,Non-Mix,Non-mix,Non-Mix,high,0.15,108,0.131672297,4,,,,,1,,,,
ERR176620,Mix,Mix,Mix,medium,0.14,237,0.104,4.3.3,4.3.4.2.1,,,,0.45,0.55,,,
ERR176621,Mix,Mix,Mix,medium,0.08,334,0.072160623,4.1.2,4.3.4.2.1,4.9.1,,,0.98,0.01,0.01,,
ERR176622,Non-Mix,Non-mix,Non-Mix,medium,0.1,219,0.108064516,1.1.2,,,,,1,,,,
ERR176623,Non-mix,Non-mix,Non-Mix,medium,0.1,299,0.072391659,4.3.4.1,,,,,1,,,,
ERR176624,Non-Mix,Non-mix,Non-Mix,medium,0.12,248,0.077568039,4.3.4.2.1,,,,,1,,,,
ERR176625,Non-Mix,Non-mix,Non-Mix,high,0.12,189,0.111623661,4.9.1,,,,,1,,,,
ERR176626,Non-Mix,Non-mix,Non-Mix,medium,0.12,292,0.086563952,4.1.2,,,,,1,,,,
ERR176627,Non-Mix,Non-mix,Non-Mix,medium,0.08,335,0.078218354,4.3.4.2.1,,,,,1,,,,
ERR176628,Non-Mix,Non-mix,Non-Mix,medium,0.12,258,0.096551724,4.4.1.1,,,,,1,,,,
ERR176629,Non-Mix,Non-mix,Non-Mix,medium,0.12,342,0.086,4.3.4.2.1,,,,,1,,,,
ERR176630,Non-Mix,Non-mix,Non-Mix,high,0.17,181,0.102366464,1.1.3.2,,,,,1,,,,
ERR176631,Mix,Mix,Mix,high,0.08,499,0.073952746,1.1.2,4.3.4.1,,,,0.98,0.02,,,
ERR176632,Non-Mix,Non-mix,Non-Mix,medium,0.11,228,0.107446809,4.1.1.3,,,,,1,,,,
ERR176633,Non-Mix,Non-mix,Non-Mix,medium,0.13,274,0.086388825,4.3.4.2.1,,,,,1,,,,
ERR176634,Non-Mix,Non-mix,Non-Mix,high,0.14,206,0.108360215,4.3.4.2.1,,,,,1,,,,
ERR176635,Non-Mix,Non-mix,Non-Mix,medium,0.11,291,0.082926829,4.3.4.2.1,,,,,1,,,,
ERR176636,Non-Mix,Non-mix,Non-Mix,medium,0.11,255,0.063262694,4.9.1,,,,,1,,,,
ERR176637,Non-Mix,Non-mix,Non-Mix,high,0.12,170,0.096323529,1.2.2.1,,,,,1,,,,
ERR176638,Non-mix,Non-mix,Non-Mix,medium,0.11,237,0.10037239,4.3.4.2.1,,,,,1,,,,
ERR176639,Non-Mix,Non-mix,Non-Mix,high,0.18,97,0.131547619,4.3.4.2.1,,,,,1,,,,
ERR176640,Non-Mix,Non-mix,Non-Mix,medium,0.11,239,0.104363208,4.3.4.2.1,,,,,1,,,,
ERR176641,Non-Mix,Non-mix,Non-Mix,high,0.12,201,0.11359127,2.2.1,,,,,1,,,,
ERR176642,Non-Mix,Non-mix,Non-Mix,medium,0.1,221,0.101579727,4.3.4.2.1,,,,,1,,,,
ERR176644,Non-Mix,Non-mix,Non-Mix,high,0.11,172,0.135754459,4.3.4.2.1,,,,,1,,,,
ERR176645,Non-Mix,Non-mix,Non-Mix,medium,0.1,253,0.087429379,4.3.4.2.1,,,,,1,,,,
ERR176647,Non-Mix,Non-mix,Non-Mix,medium,0.1,287,0.091058133,4.1.2,,,,,1,,,,
ERR176648,Non-Mix,Non-mix,Non-Mix,medium,0.1,277,0.094698882,3.1.1,,,,,1,,,,
ERR176649,Non-mix,Non-mix,Non-Mix,high,0.15,149,0.123446287,4.3.4.2.1,,,,,1,,,,
ERR176650,Mix,Mix,Mix,medium,0.11,341,0.076847291,3.1.1,4.3.4.2.1,,,,0.05,0.95,,,
ERR176652,Mix,Mix,Mix,high,0.16,406,0.141025641,1.1.3.2,4.1.1.3,4.3.4.2.1,,,0.9,0.01,0.09,,
ERR176653,Mix,Mix,Mix,medium,0.15,310,0.105670103,1.1.3.2,4.1.1.3,4.3.4.2.1,,,0.01,0.84,0.15,,
ERR176654,Non-Mix,Non-mix,Non-Mix,high,0.13,171,0.11681601,1.1.2,,,,,1,,,,
ERR176655,Mix,Mix,Non-Mix,high,0.13,125,0.144252091,4.1.1.3,,,,,1,,,,
ERR176656,Non-Mix,Non-mix,Non-Mix,high,0.12,160,0.121142857,4.3.4.2.1,,,,,1,,,,
ERR176659,Non-Mix,Non-mix,Non-Mix,medium,0.12,218,0.109683258,4.3.4.2.1,,,,,1,,,,
ERR176660,Non-Mix,Non-mix,Non-Mix,high,0.11,207,0.107826087,4.1.2,,,,,1,,,,
ERR176661,Non-Mix,Non-mix,Non-Mix,high,0.16,163,0.112376238,1.1.2,,,,,1,,,,
ERR176662,Non-Mix,Non-mix,Non-Mix,high,0.12,213,0.095,3.1.1,,,,,1,,,,
ERR176663,Non-Mix,Non-mix,Non-Mix,high,0.14,186,0.105661094,4.3.4.2.1,,,,,1,,,,
ERR176664,Mix,Mix,Non-Mix,high,0.18,67,0.15370844,4.3.4.2.1,,,,,1,,,,
ERR176665,Non-Mix,Non-mix,Non-Mix,high,0.18,106,0.170590053,4.3.4.1,,,,,1,,,,
ERR176666,Non-Mix,Non-mix,Non-Mix,high,0.18,85,0.170601173,4.3.3,,,,,1,,,,
ERR176667,Non-Mix,Non-mix,Non-Mix,high,0.16,135,0.125014671,4.3.4.2.1,,,,,1,,,,
ERR176668,Mix,Mix,Non-Mix,high,0.21,63,0.174294355,3.1.1,,,,,1,,,,
ERR176669,Non-Mix,Non-mix,Non-Mix,high,0.19,94,0.168299395,4.3.4.2.1,,,,,1,,,,
ERR176670,Non-Mix,Non-mix,Non-Mix,high,0.21,50,0.210970464,3.1.1,,,,,1,,,,
ERR176671,Non-Mix,Non-mix,Non-Mix,medium,0.13,315,0.095706522,4.3.4.2.1,,,,,1,,,,
ERR176672,Mix,Mix,Non-Mix,high,0.15,102,0.150824588,4.3.4.2.1,,,,,1,,,,
ERR176673,Non-Mix,Non-mix,Non-Mix,high,0.12,212,0.103652765,4.3.2.1,,,,,1,,,,
ERR176674,Non-Mix,Non-mix,Non-Mix,high,0.17,106,0.155813953,3.1.1,,,,,1,,,,
ERR176675,Non-Mix,Non-mix,Mix,high,0.11,583,0.085009901,4.3.4.2.1,4.4.1.2,,,,0.94,0.06,,,
ERR176676,Non-Mix,Non-mix,Non-Mix,high,0.21,39,0.196774194,3.1.1,,,,,1,,,,
ERR176677,Non-Mix,Non-mix,Non-Mix,high,0.1,187,0.130209084,1.1.3.2,,,,,1,,,,
ERR176678,Non-Mix,Non-mix,Non-Mix,high,0.19,88,0.135029354,4.3.4.2.1,,,,,1,,,,
ERR176679,Non-Mix,Non-mix,Non-Mix,high,0.15,136,0.113157895,4.3.4.2.1,,,,,1,,,,
ERR176680,Non-Mix,Non-mix,Non-Mix,high,0.12,200,0.119644433,4.3.4.2.1,,,,,1,,,,
ERR176681,Mix,Mix,Non-Mix,high,0.19,99,0.137266243,4.3.3,,,,,1,,,,
ERR176682,Non-Mix,Non-mix,Non-Mix,high,0.12,211,0.097816801,4.3.3,,,,,1,,,,
ERR176683,Non-Mix,Non-mix,Non-Mix,medium,0.1,260,0.0694943,4.3.4.2.1,,,,,1,,,,
ERR176684,Non-Mix,Non-mix,Non-Mix,medium,0.12,248,0.116142805,4.3.4.2.1,,,,,1,,,,
ERR176685,Non-Mix,Non-mix,Non-Mix,medium,0.12,246,0.114022989,4.3.4.2.1,,,,,1,,,,
ERR176686,Non-Mix,Non-mix,Non-Mix,high,0.13,199,0.122535211,4.3.4.2.1,,,,,1,,,,
ERR176687,Non-Mix,Non-mix,Non-Mix,high,0.19,67,0.155701754,4.3.4.2.1,,,,,1,,,,
ERR176688,Mix,Mix,Non-Mix,high,0.17,98,0.134065934,4.3.4.2.1,,,,,1,,,,
ERR176689,Non-Mix,Non-mix,Non-Mix,high,0.15,188,0.119230769,1.1.3.2,,,,,1,,,,
ERR176690,Non-Mix,Non-mix,Non-Mix,high,0.19,72,0.17921147,4.3.4.2.1,,,,,1,,,,
ERR176691,Non-Mix,Non-mix,Mix,low,0.18,71,0.174478178,4.3.4.2.1,4.6,,,,0.99,0.01,,,
ERR176692,Non-Mix,Non-mix,Non-Mix,high,0.16,113,0.127941176,4.3.4.2.1,,,,,1,,,,
ERR176693,Non-Mix,Non-mix,Non-Mix,high,0.16,128,0.134577922,4.3.4.2.1,,,,,1,,,,
ERR176694,Non-Mix,Non-mix,Non-Mix,medium,0.14,252,0.093707917,4.3.4.2.1,,,,,1,,,,
ERR176695,Non-Mix,Non-mix,Non-Mix,medium,0.12,250,0.100348584,4.3.4.2.1,,,,,1,,,,
ERR176696,Non-Mix,Non-mix,Non-Mix,high,0.15,71,0.15,4.3.4.2.1,,,,,1,,,,
ERR176697,Non-Mix,Non-mix,Non-Mix,medium,0.09,270,0.097177855,4.3.4.2.1,,,,,1,,,,
ERR176698,Non-Mix,Non-mix,Non-Mix,high,0.15,93,0.140229885,4.3.4.2.1,,,,,1,,,,
ERR176699,Non-Mix,Non-mix,Non-Mix,medium,0.1,272,0.095689033,4.3.4.2.1,,,,,1,,,,
ERR176700,Non-Mix,Non-mix,Non-Mix,high,0.12,186,0.105363475,4.3.4.2.1,,,,,1,,,,
ERR176701,Mix,Mix,Mix,medium,0.12,353,0.116666667,4.1.2,4.3.4.2.1,,,,0.86,0.14,,,
ERR176702,Non-Mix,Non-mix,Non-Mix,high,0.21,50,0.195098039,4.3.4.1,,,,,1,,,,
ERR176703,Mix,Non-mix,Non-Mix,high,0.16,148,0.116315789,4.1.2,,,,,1,,,,
ERR176705,Non-Mix,Non-mix,Non-Mix,medium,0.1,254,0.098121315,4.3.4.1,,,,,1,,,,
ERR176706,Mix,Mix,Non-Mix,high,0.12,208,0.129804951,4.3.4.2.1,,,,,1,,,,
ERR176707,Non-Mix,Non-mix,Non-Mix,medium,0.11,219,0.107153031,4,,,,,1,,,,
ERR176708,Non-Mix,Non-mix,Non-Mix,high,0.12,197,0.113294393,4.3.4.2.1,,,,,1,,,,
ERR176709,Mix,Mix,Mix,medium,0.33,241,0.322857143,3.1.1,4.3.4.2.1,,,,0.64,0.36,,,
ERR176710,Non-Mix,Non-mix,Non-Mix,high,0.14,132,0.118365164,4.3.4.1,,,,,1,,,,
ERR176711,Non-Mix,Non-mix,Non-Mix,high,0.1,216,0.113529412,4.3.4.2.1,,,,,1,,,,
ERR176712,Non-Mix,Non-mix,Non-Mix,high,0.17,114,0.132901258,1.1.3.2,,,,,1,,,,
ERR176713,Mix,Mix,Non-Mix,medium,0.12,220,0.112637363,1.1.3.2,,,,,1,,,,
ERR176714,Non-Mix,Non-mix,Non-Mix,high,0.16,117,0.152173913,4.3.4.2.1,,,,,1,,,,
ERR176715,Non-Mix,Non-mix,Non-Mix,high,0.15,118,0.123888889,4.3.4.2.1,,,,,1,,,,
ERR176716,Non-Mix,Non-mix,Non-Mix,medium,0.09,319,0.074770642,3,,,,,1,,,,
ERR176718,Non-Mix,Non-mix,Non-Mix,high,0.12,209,0.107542677,2.2.1,,,,,1,,,,
ERR176719,Non-Mix,Non-mix,Non-Mix,medium,0.08,310,0.09359188,4.1.2,,,,,1,,,,
ERR176720,Non-Mix,Non-mix,Non-Mix,medium,0.1,249,0.089456619,4.3.4.2.1,,,,,1,,,,
ERR176721,Non-Mix,Non-mix,Non-Mix,medium,0.11,222,0.109750733,4.3.4.2.1,,,,,1,,,,
ERR176722,Non-Mix,Non-mix,Non-Mix,high,0.15,174,0.117604618,4.3.4.2.1,,,,,1,,,,
ERR176723,Mix,Mix,Mix,medium,0.11,317,0.097982012,1.1.3.2,4.3.4.2.1,,,,0.99,0.01,,,
ERR176724,Non-Mix,Non-mix,Non-Mix,medium,0.1,224,0.1040862,4,,,,,1,,,,
ERR176725,Mix,Mix,Mix,medium,0.13,296,0.099056604,1.1.3.2,4.4.1.1,,,,0.01,0.99,,,
ERR176726,Non-Mix,Non-mix,Non-Mix,medium,0.12,228,0.099201148,1.1.2,,,,,1,,,,
ERR176727,Non-Mix,Non-mix,Non-Mix,high,0.12,208,0.105670103,4.3.4.2.1,,,,,1,,,,
ERR176728,Non-Mix,Non-mix,Non-Mix,medium,0.11,258,0.106988093,4.1.1.3,,,,,1,,,,
ERR176729,Non-mix,Non-mix,Non-Mix,high,0.15,132,0.129411765,4.3.4.2.1,,,,,1,,,,
ERR176730,Non-Mix,Non-mix,Non-Mix,high,0.11,214,0.105132469,4.3.3,,,,,1,,,,
ERR176731,Non-mix,Non-mix,Non-Mix,medium,0.12,218,0.098213716,3.1.1,,,,,1,,,,
ERR176732,Non-Mix,Non-mix,Non-Mix,high,0.12,212,0.102183295,4.3.4.2.1,,,,,1,,,,
ERR176733,Non-Mix,Non-mix,Mix,medium,0.12,281,0.080347387,4.3.4.2.1,4.9.1,,,,0.01,0.99,,,
ERR176734,Mix,Mix,Non-Mix,medium,0.08,316,0.092557742,4.2.2.2,,,,,1,,,,
ERR176735,Non-mix,Non-mix,Non-Mix,medium,0.11,292,0.076653949,1.1.3.2,,,,,1,,,,
ERR176736,Non-Mix,Non-mix,Non-Mix,medium,0.12,280,0.110616946,4.3.4.2.1,,,,,1,,,,
ERR176737,Non-Mix,Non-mix,Non-Mix,medium,0.11,290,0.085034014,4.3.4.1,,,,,1,,,,
ERR176738,Mix,Mix,Non-Mix,high,0.15,133,0.123371378,3.1.1,,,,,1,,,,
ERR176739,Non-Mix,Non-mix,Non-Mix,medium,0.14,240,0.108282429,4.4.1.1,,,,,1,,,,
ERR176742,Non-Mix,Non-mix,Non-Mix,high,0.15,143,0.148470588,4.3.4.2.1,,,,,1,,,,
ERR176743,Non-Mix,Non-mix,Non-Mix,high,0.12,200,0.114502307,4.3.4.2.1,,,,,1,,,,
ERR176744,Non-Mix,Non-mix,Non-Mix,medium,0.11,332,0.086465468,4.3.4.2.1,,,,,1,,,,
ERR176745,Non-Mix,Non-mix,Non-Mix,medium,0.12,279,0.083459596,4.3.4.2.1,,,,,1,,,,
ERR176746,Mix,Mix,Non-Mix,high,0.15,181,0.110588235,4.3.4.2.1,,,,,1,,,,
ERR176747,Non-Mix,Non-mix,Non-Mix,medium,0.08,296,0.073175966,1.1.3.2,,,,,1,,,,
ERR176748,Mix,Mix,Non-Mix,medium,0.05,370,0.051934785,4.3.4.2.1,,,,,1,,,,
ERR176749,Mix,Mix,Mix,high,0.05,426,0.054987212,2.2.1,4.3.4.2.1,,,,0.01,0.99,,,
ERR176750,Non-Mix,Non-mix,Non-Mix,high,0.12,190,0.118810601,4.3.4.2.1,,,,,1,,,,
ERR176752,Non-Mix,Non-mix,Non-Mix,high,0.14,145,0.126409018,4.3.4.2.1,,,,,1,,,,
ERR176753,Non-Mix,Non-mix,Non-Mix,high,0.15,112,0.135714286,4.3.4.2.1,,,,,1,,,,
ERR176754,Non-Mix,Non-mix,Non-Mix,medium,0.12,334,0.077371231,4.3.4.2.1,,,,,1,,,,
ERR176755,Mix,Mix,Non-Mix,high,0.14,216,0.111027299,4.3.4.2.1,,,,,1,,,,
ERR176756,Non-Mix,Non-mix,Non-Mix,medium,0.12,237,0.080068027,4.9.1,,,,,1,,,,
ERR176758,Non-Mix,Non-mix,Non-Mix,medium,0.12,280,0.089130435,4.3.4.2.1,,,,,1,,,,
ERR176759,Non-Mix,Non-mix,Non-Mix,medium,0.11,320,0.073521167,2.2.1,,,,,1,,,,
ERR176760,Non-Mix,Non-mix,Non-Mix,medium,0.12,334,0.083003847,4.3.4.2.1,,,,,1,,,,
ERR176762,Non-Mix,Non-mix,Non-Mix,high,0.16,120,0.130430108,4.9.1,,,,,1,,,,
ERR176763,Non-Mix,Non-mix,Non-Mix,high,0.19,59,0.198679384,4.3.4.2.1,,,,,1,,,,
ERR176764,Non-mix,Non-mix,Non-Mix,high,0.16,189,0.115853659,4.3.4.2.1,,,,,1,,,,
ERR176765,Non-Mix,Non-mix,Non-Mix,high,0.17,143,0.119052632,4.3.4.2.1,,,,,1,,,,
ERR176767,Non-Mix,Non-mix,Non-Mix,medium,0.09,326,0.080053929,4.3.4.2.1,,,,,1,,,,
ERR176768,Non-Mix,Non-mix,Non-Mix,medium,0.12,253,0.094451827,4.8,,,,,1,,,,
ERR176769,Non-Mix,Non-mix,Non-Mix,medium,0.12,277,0.079343876,4.3.4.1,,,,,1,,,,
ERR176770,Non-Mix,Non-mix,Non-Mix,medium,0.09,262,0.100283533,1.1.3.2,,,,,1,,,,
ERR176772,Non-Mix,Non-mix,Non-Mix,high,0.12,196,0.125109947,4.3.4.2.1,,,,,1,,,,
ERR176773,Non-Mix,Non-mix,Non-Mix,high,0.13,192,0.096521788,4.3.4.2.1,,,,,1,,,,
ERR176774,Non-Mix,Non-mix,Non-Mix,high,0.12,197,0.130207873,4.3.4.1,,,,,1,,,,
ERR176775,Non-Mix,Non-mix,Non-Mix,high,0.12,205,0.091898148,1.1.3.2,,,,,1,,,,
ERR176776,Non-Mix,Non-mix,Non-Mix,medium,0.14,237,0.096149733,4.8,,,,,1,,,,
ERR176777,Non-Mix,Non-mix,Non-Mix,medium,0.11,236,0.107318247,4.3.4.2.1,,,,,1,,,,
ERR176782,Non-Mix,Non-mix,Non-Mix,medium,0.09,278,0.087084215,4.3.4.2.1,,,,,1,,,,
